author	Count
Kickx, Jean (1775-1831)	   1
Kiefhaber, Johann Carl Sigmund	   1
Kierrulf, Carl Andr	   1
Kiesewetter, Johann (1556-1633)	   1
Kiesewetter, Johann Christoph (1666-1744)	   1
Kiesling, Johann Rudolf (1706-1778)	   2
Kinderling, Johann-friedrich-august	   1
Kindermann, Eberhard Christian	   1
King, John	   1
Kinglake, Robert (1765-1842)	   1
Kingo, Thomas	   1
King, William (1663-1712)	   1
Kinsbergen, Jan Hendrik Van (1735-1819)	   1
Kipping, Johann Wolfgang (1695-1747)	   1
Kippis, Andrew (1725-1795)	   1
Kirchberger, Johann Heinrich (1580-1632)	   1
Kircher, Athanasius (1602-1680)	   1
Kircher, David	   1
Kirch, Gottfried (1639-1710)	   1
Kirchmaier, Georg Caspar (1635-1700)	   1
Kirchmaier, Georg Wilhelm (1673-1759)	   1
Kirchmajeri, G. C	   1
Kirchner, Timotheus	   2
Kirill, Archimandrite (1744-NA)	   1
Kirkby, John (1705-1754)	   1
Kirkland, Thomas (1721-1798)	   1
Kirkwood, James	   1
Kirwan, Richard (1733-1812)	   1
Kirwan, Richard M	   1
Kisch, Johannes	   1
Kiß, Jacob Georg Julius	   1
Kissling, Johann (1613-1674)	   2
Kistmacher, Georg Samuel	   1
Kittelmann, Johann Friedrich	   1
Kittlitz, Carl L. Von	   1
Kitzinger, Salomon	   1
Klaarenbeek, Pieter Hermanus (1754-1830)	   1
Klaproth, Julius Von (1783-1835)	   2
Klaproth, Martin Heinrich (1743-1817)	   1
Klee, Paul	   1
Klefeker, Bernh	   1
Kleinfeld, Nikolaus (16-NA)	   1
Klein, Jacob Theodor	   1
Klein, Johannes	   1
Klein, Johann Von (1659-1732)	   2
Klein-nicolai, Georg (1671-NA)	   1
Kleinschmidt, Johann Philipp	   1
Kleist, Ewald Christian Von (1715-1759)	   3
Kleist, Franz Alexander Von	   1
Klemens, NA (1652-1740)	   1
Klepperbein, Joachim	   1
Kletten, Georg Ernst (1759-1827)	   1
Kleuker, Johann Friedrich (1749-1827)	   2
Klingenstierna, Samuel (1698-1765)	   1
Klinger, Gottfried	   1
Kling, Melchior (1504-1571)	   1
Klipperlingius, Fiovarante	   1
Klipstein, Philipp Engel	   1
Klock, Caspar (1583-1655)	   2
Kloeckhoff, Balthasar	   1
Kloekhoff, Cornelius Albertus	   1
Klopstock, Friedrich Gottlieb (1724-1803)	   4
Klostermair, Martin	   1
Klostermann, Johann Hermann Joseph	   1
Klotz, Christian Adolf (1738-1771)	   1
Klotzsch, Johann Georg Carl (1763-1819)	   1
Klüber, Johann Ludwig (1762-1837)	   2
Klügel, Georg Simon (1739-1812)	   2
Kluge, Peter	   1
Kluit, Adriaan	   1
Klüpfel, Engelbert (1733-1811)	   1
Knapp, Johann Georg (1705-1771)	   1
Knaust, Heinrich	   2
Kneisel, Johann Andreas (1730-1738)	   1
Knesebeck, Thomas Von Dem (1559-1625)	   1
Knewstubs, John (1544-1624)	   1
Knigge, Adolf (1752-1796)	   1
Knigge, Adolph	   1
Knigge, Adolph Von (1752-1796)	   1
Knipschildt, Philipp (1595-1657)	   1
Knoche, Henricus	   1
Knoll, Friedrich Christoph Heinrich	   1
Knollys, Hanserd (1599-1691)	   1
Knöppel, C	   1
Knorre, Carl Gottlieb (1696-1753)	   1
Knorr, George Wolfgang	   1
Knös, Gustaf	   1
Knox, Vicesimus (1752-1821)	   1
Knox, William (1732-1810)	   2
Kobierzycki, Stanisław	   1
Koch, Christophe-guill	   1
Koch, Christophe-guillaume (1737-1813)	   1
Koch, Christophe Guillaume (1737-1813)	   1
Koch, Cornelius Dietrich (1676-1724)	   1
Koch, Erduin Julius (1764-1834)	   1
Koch, Heinrich Christoph (1749-1816)	   2
Koch, Johann Christoph (1732-1808)	   1
Koch, Johann Friedrich Wilhelm (1759-1831)	   1
Kock, C. P. De	   1
Koebel, Jacob (1462-1533)	   2
Koelman, Jacobus	   1
Koenig, Emanuel	   1
Koenigsmann, Andr. Ludv. Et Chr. Schmidius	   1
Kofod, Børge Poscholan	   1
Kohen, Lehmann Isaac (1715-NA)	   1
Köhler, Friedrich Werner	   1
Ko͏̈hler, Johann (1645-1699)	   1
Köhler, Johann David	   1
Kohlrausch, Friedrich	   1
Kohlrausch, Heinrich Friedrich Theodor (1780-1867)	   1
Kolbány, Pál	   1
Kolb, Georg Friedrich (1808-1884)	   1
Kolb, Robert	   1
Kolderup-rosenvinge, Jens Laurids Andreas (1792-1850)	   1
Kolhans, Johann Heinrich (1588-1650)	   1
Koll, Gregorius S. J	   1
Kölmark, Pehr (1750-1839)	   1
Komenský, Jan Amos (1592-1670)	   3
Komjat, Abrahamus De	   1
König, F	   1
König, Johann Christoph	   1
Königk, Ernst Siegmund (1703-1768)	   1
König, Kilian	   1
Königk, P	   1
Königsdörfer, Georg Heinrich (1710-1788)	   1
König Von Königsthal, Gustav Georg	   1
Koning, Harmanus	   1
Köning, Immanuel	   1
Koning, Jacobus (1770-1832)	   1
Köpetzi, Sam. B	   1
Koppe, Johann Benjamin (1750-1791)	   1
Köppen, Daniel Joachim (1736-1807)	   1
Körber, Caspar	   1
Körber, Christian Albrecht	   1
Körber, Otho (1553-NA)	   1
Kori, August Sigismund (1778-1850)	   1
Kormart, Christophorus	   1
Körner, Karl Theodor (1791-1813)	   1
Kortholt, Christian (1633-1694)	   1
Kościuszko, Tadeusz (1746-1817)	   1
Kosegarten, Ludwig Gotthard (1758-1818)	   1
Köster, Christian (1784-1851)	   1
Köster, Friderich	   1
Köteles Sámuel, NA	   1
Kotzebue, August Friedrich Ferdinand Von (1761-1819)	   2
Kotzebue, August Von (1761-1819)	   6
Kotzebue, Aug. V	   1
Kotzebue, Mortiz V	   1
Krafft, Adam Aus Nordhausen	   1
Krage, Tilemann (1520-1577)	   1
Krag, Frideric Christian	   1
Kraiński, Krzysztof (1556-1618)	   1
Kramer, Johann Georg Heinrich (NA-1742)	   1
Kramer, Matthias (1640-1729)	   1
Kramp, Christian (1760-1826)	   1
Krantz, Albert (1448-1517)	   1
Krantzius, Albertus	   1
Krasheninnikov, Stepan Petrovich	   1
Kraszewski, Jan (1638-1708)	   1
Kratzenstein, Christian Gottlieb (1723-1795)	   1
Krause, Christian Ludwig	   1
Krause, Georg	   1
Krause, Georg F (1768-1838)	   1
Krause, Johann Gottlieb (1684-1736)	   1
Krause, Karl Christian Friedrich (1781-1832)	   1
Kraus, Johann	   1
Kreckwitz, Maximilan Bernhard Von	   1
Kreckwitz, Wolf Friedrich Von	   1
Krekšin, P.n (1684-1763)	   1
Kremberg, Christian (1585-1633)	   2
Kremer, Christoph Jakob	   1
Krenkel, Johann Gottlieb	   1
Kreslin, Georg	   1
Kress, Johann Paul	   1
Kretschmer, Johann Benjamin	   1
Kretschmer, Ludwig	   1
Kreutzer, Johann	   1
Kreutzer, Rodolphe (1766-1831)	   1
Kriegk, Georg Nicolaus (1675-1730)	   1
Krohne, Wilhelm Von	   1
Kroll, Samuel Wenceslaus	   1
Kromer, Marcin	   1
Krompholtz, Johann Christian Gottlob	   1
Kroon, Daniël	   1
Krügelstein, Franz Christian Karl (1779-1864)	   1
Krüger, Johann Gottlob (1715-1759)	   1
Krug, Leopold (1770-1843)	   1
Krug, Wilhelm Traugott	   1
Kruiger, Joannes David	   1
Kruse, Lauritz (1778-1839)	   1
Kruus, Conrad Ferdinand Von (1766-1825)	   1
Küchelbecker, J.b	   1
Kuester, Georg Gottfried	   1
Kugler, Johann (1654-1721)	   1
Kuhlmann, Quirinus (1651-1689)	   1
Kühl, Timotheus (1757-1803)	   1
Kuhn, Johann Caspar	   1
Kühn, M	   1
Kühn, Otto Bernhard (1800-1863)	   1
Kulpis, Andreas (1596-1628)	   1
Kulpis, Johann Georg Von	   1
Kundtmann, Sylvester (1604-1676)	   1
Künzel, Gottlob Friedrich (1757-NA)	   1
Kurt, Sprengel	   1
Kurzmann, Johann (1588-1632)	   1
Küstner, Christian Wilhelm (1721-1785)	   1
Kutscher, Franz Jac	   1
Küttel, György Sámuel	   1
Kyd, Thomas (1558-1594)	   2
Kymmell, Johan (1784-1829)	   1
Labadie, Jean De (1610-1674)	   1
La Barre, Claude De	   1
La Barre, De	   1
Labarthe, P (1760-1824)	   1
La Bassecour, Fabrice De	   1
Labassecourt, Fabrice De	   1
Labata, Francisco (1549-1631)	   1
Labbé, Pierre	   1
La Beaumelle, NA (1726-1773)	   1
Labene, Jean-gervais	   1
La Bléterie, Jean-philippe-rené De (1696-1772)	   1
Laborde, Alexandre (1773-1842)	   1
Laborde, Alexandre De (1774-1842)	   1
La Bourdonnaye, François-régis De (1767-1839)	   1
La Caille, Nicolas-louis De (1713-1762)	   2
La Calprenède, Gautier De Coste (1609-1663)	   1
Lacépède, Étienne De (1756-1825)	   1
La Chaize, Abbé De	   1
Lachaume, Charles	   1
La Chaussée, Nivelle De (1692-1754)	   1
La Chesnaye Des Bois, Aubert De	   1
La Chétardie, Joachim De (1636-1714)	   1
La Condamine, Charles-marie De (1701-1774)	   1
La Coste, De	   1
La Coste, Friedrich (1769-1823)	   1
La Coste, Jean De (1560-1637)	   1
Lacretelle, Charles De (1766-1855)	   1
Lacretelle, Pierre-louis De (1751-1824)	   1
Lacroix De Chevrières, Jean De (1555-1619)	   1
Lacroix, Guillaume De (1575-1614)	   1
La Croix, Jean-françois De	   2
Lacroix, Jean-jacques	   1
Lacroix, Nicolle De	   1
Lacroix, Pieter De (1636-1687)	   1
Lacroix, Sylvestre Francois (1765-1843)	   1
Lactance, Lucius Coelius Firmianus Lactancius	   1
Lactance, NA (260-NA)	   1
Lactantius, Lucius Caecilius Firmianus	   2
Lacuée, Jean-girard (1752-1841)	   1
Ladvocat, Jean-baptiste	   1
Ladvocat, Jean Baptiste (1709-1765)	   2
Laelius, Laurentius (1572-1634)	   1
Laet, Johannes De (1593-1649)	   2
Laetus, Rasmus Glad	   1
Lafage, Jean-françois	   1
La Fare, C.-a. De	   1
La Faye, Jacobus De	   1
Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier (1757-1834)	   1
La Fayette, Marie Madeleine Pioche De La Vergne	   1
La Fayette, Marie-madeleine Pioche De La Vergne De (1634-1693)	   2
La Feuille, Daniel De (1640-1709)	   1
Lafitau, Pierre François	   1
Laflotte, Alexandre De	   1
Lafontaine, August (1758-1831)	   1
Lafontaine, August Heinrich Julius (1758-1831)	   2
La Fontaine, Jean De (1621-1695)	   4
La Forge, Jean De	   1
La Fosse, Estienne De	   1
La Framboisière, Nicolas Abraham De	   1
La Framboisière, Nicolas-abraham De (1560-1636)	   1
Lagasquie, J.-f	   1
Lagedamon, Jean	   1
Lagerheim, Carl Eric (1742-1813)	   1
Lagerlöf, Nils (1895-1970)	   1
La Gervaisais, Nicolas-louis-marie Magon	   1
Lagier De Vaugelas, NA	   1
Lagrange, J. L (1736-1813)	   1
Lagrange, Joseph Louis (1736-1813)	   1
La Guesle, Jacques De	   1
La Harpe, Jean-françois De (1739-1803)	   1
La Harpe, Jean François De (1739-1803)	   2
Lahde, G.l	   1
La Hire, Philippe De (1640-1718)	   1
Lahontan, Louis-armand De Lom D'arce	   1
La Huerta Y Vega, Francisco Xavier Manuel De	   1
Lakemacher, Johann Gottfried (1695-1736)	   1
Laksman, È (1737-1796)	   1
La Lande, Jérôme De (1732-1807)	   1
Lalande, Joseph Jérôme Le Français De (1732-1807)	   2
Lalande, P. A	   1
Lalemant, Pierre (1622-1673)	   1
Lallemand, François (1790-1853)	   1
Lallemant, Jérôme	   1
Lalli, Giovanni Battista	   1
La Loupe, Vincent De	   1
La Marche, Marguerite Du Tertre De (1638-1706)	   1
La Marche, Olivier De (1425-1502)	   1
La Mare, Nicolas De (1639-1723)	   1
Lamartine, Alphonse De (1790-1869)	   1
Lambert, Anne-thérèse De Marguenat De Courcelles	   1
Lambert, A.t. De	   1
Lambert, Bernard (1738-1813)	   1
Lambert, Claude-françois (1705-1765)	   2
Lambert., François	   1
Lamberti, Peter	   2
Lamberto De Zaragoza, Fr (1718-NA)	   1
Lambertus, Henricus	   1
Lamberty, Guillaume De	   2
Lambinet, Pierre (1742-1813)	   1
Lambranzi, Grego	   1
Lambranzi, Gregorio	   1
Lambrechts, B.w	   1
Lamennais, Félicité Robert De (1782-1854)	   1
La Métherie, Jean-claude De (1743-1817)	   1
La Mettrie, Julien Offray De (1709-1751)	   3
La Mettrie, Julien Offroy De	   1
Lamigue, Isaac	   1
La Morlière, Charles Jacques Louis Auguste Rochette De (1719-1785)	   1
Lamothe-langon, Etienne Léon De	   1
La Mothe Le Vayer, François De (1583-1672)	   1
La Motte, Antoine Houdar De (1672-1731)	   1
Lamourette, Antoine Adrien (1742-1794)	   1
Lampadius, Jakob	   1
Lampe, Friedrich Adolph (1683-1729)	   2
Lampe, John Frederick (1703-1751)	   1
Lampsonius., Dominicus	   1
Lampugnani, Agostino (1586-1666)	   1
Lamure, François Bourguignon De Bussière De	   1
Lamy, Bernard (1640-1715)	   2
Lamy, François (1636-1711)	   1
Lamy, NA (16-NA)	   1
Lamzweerde, Jan Baptist Van	   1
Lancaster, Joseph	   1
Lancelot, Claude (1615-1695)	   4
Landen, John (1719-1790)	   1
Landreben, Arnoldus (1721-NA)	   1
Landsberg, Johannes Justus	   1
Landsperger, Johann (1489-1539)	   1
Landsperger, Johannes	   1
Landstenius, Matthias (1574-1633)	   1
La Neuville, Foy De	   1
Lanfranc, NA (1010-1089)	   1
Lanfrancus, NA (1005-1089)	   1
Langbaine, Gerard	   1
Langbein, August Friedrich Ernst (1757-1835)	   1
Lange, Abraham (1565-1615)	   1
Langeac, Egide Louis Edme Joseph De Lespinasse	   1
Lange, Balthasar	   1
Lange, Grégoire-jacques	   1
Lange, Johann Christian (1669-1756)	   1
Lange, Johann Michael (1664-1731)	   1
Lange, Lobegott (1798-1852)	   1
Langemack, Lucas Friedrich (NA-1761)	   1
Langhauss, Christoph	   1
Langhorne, Daniel (1681-NA)	   1
Lang, Joseph	   1
Lang, Matthias	   1
Langnau, Georg Abraham Von	   1
Languet De Gergy, Jean-joseph (1677-1753)	   3
Lanoy, Benjamin De	   1
Lansdowne, George Granville (1667-1735)	   1
Lansius, Thomas	   1
Lanspergius, Johann Justus Landsberger	   1
Lanteires, J	   1
Lanthois, M	   1
Laonicus, NA (1423-1490)	   1
La Peyrère, Isaac De (1594-1676)	   1
Lapide, Cornelius A (1567-1637)	   1
La Pierre, Giovanni Giacomo De	   1
Lapini, Frosino	   1
La Place, Josué De (1605-1665)	   1
La Place, Pierre-antoine De	   1
La Place, Pierre Antoine De (1707-1793)	   1
La Place, Pierre De	   1
Laplacette, Jean	   1
La Placette, Jean (1629-1718)	   1
La Popeliniere, NA	   1
La Porte Du Theil, Gabriel De	   1
La Porte, Étienne De (1688-1748)	   1
Laporte, Joseph De (1713-1779)	   1
La Porte, Maurice De (1530-1571)	   1
La Quérière, Eustache De (1783-NA)	   1
Laramée, Pierre De	   1
Lardner, Nathaniel	   1
Lareberterie, Jean De	   1
La Révellière-lépeaux, Louis-marie De (1753-1824)	   1
Larivière, Henri François De	   1
La Rochefoucauld François De, NA	   1
La Roche, Philippe De	   1
La-roque, Antoine De	   1
Laroque De Lalontière, Gilles André De	   2
La Sablière, Antoine De Rambouillet (1624-1679)	   1
La Sablière, Antoine De Rambouillet De (1624-1679)	   1
La Salle, François De (1569-1637)	   1
Lasca, NA	   1
Las Cases, Emmanuel Auguste Dieudonné Marius Joseph De (1766-1842)	   2
La Serna Santander, Carlos Antonio De (1752-1813)	   2
La Serre, Jean-puget De (1600-1665)	   2
Lasius, Lorenz Otto (1675-1750)	   1
Lassels, Richard (1603-1668)	   1
Lassenius, Johannes (1636-1692)	   2
Lassus, Roland De (1532-1594)	   3
Lastman, Cornelis Jansz (1653-NA)	   1
Lastri, Marco	   1
Latham, John (1761-1843)	   1
Lathrop, John (1740-1816)	   1
La Thuillerie, Mathieu Coignet De (1514-1586)	   2
La Torre, Jean-marie De	   1
La Tousche, Gervais De	   1
Latrobe, Charles Joseph (1801-1875)	   1
La Tuillerie, NA (1650-1688)	   1
Laubmair, Andreas (1538-1604)	   1
Laudenbach, Johann	   1
Laudensack, Johann Baptiste	   1
Laugier, Marc-antoine (1713-1769)	   1
Laugier, Marc Antoine (1713-1769)	   1
Laukhard, Friedrich Christian (1757-1822)	   1
Launay, De (1695-1751)	   1
Launoy, Jean De (1603-1678)	   4
Laurentius, Andr	   1
Laurentius, Josephus	   1
Laurentius, NA	   1
Laurent, N. H. Auguste	   1
Laurenzi, Giuseppe (1583-1647)	   1
Lauretius, Ol	   1
Lau, Samuel (1703-1746)	   1
Lauterbach, Wolfgang Adam (1618-1678)	   1
Lauterbeck, Georg (1578-NA)	   2
Laval, Antoine Francois	   1
La Vallée, Guillaume-françois Fouques Deshayes Desfontaines De (1733-1825)	   1
Lavallée, Joseph (1747-1816)	   1
La Vallière, Françoise-louise De Labaume Leblanc De	   1
Lavater, David	   1
Lavater, J.c (1741-1801)	   1
Lavater, Johann Caspar (1741-1801)	   6
Lavater, Ludwig	   1
La Vieuville, Cte De	   1
Laviosa, Bernardo	   1
Lawrence, James Henry (1773-1840)	   1
Lawton, Charlwood (1660-1721)	   1
Layritz, Friedrich Wilhelm Anton	   1
Layritz, Johann Christoph	   1
Layritz, Paul Eugenius	   1
Lazarini, Sebastiano (1678-NA)	   1
Lazeri, Pietro (1710-1789)	   1
Lazzarelli, Giovanni Francesco	   1
Leander, Christoph	   1
Leandro, NA	   1
Le Baud, Pierre	   1
Le Beau, Charles (1701-1778)	   4
Lebeuf, Jean (1687-1760)	   1
Le Blanc, NA	   1
Leblond, Auguste-savinien (1780-1811)	   1
Leblond, Guillaume	   1
Le Blond, Guillaume	   2
Le Boe͏̈, Franc. De	   1
Le Boe, Franz De	   1
Le Bon, Jean (1530-1583)	   1
Le Boursier Du Coudray, Angélique Marguerite	   1
Le Bret, Johann Friedrich	   1
Le Brun De La Rochette, Claude	   1
Lebrun, Jean-baptiste Pierre (1748-1813)	   1
Le Brun, Jean-baptiste-pierre (1748-1813)	   1
Le Brun, Pierre (1661-1729)	   1
Le Brun, Ponce-denis Écouchard (1729-1807)	   1
Lebrun-tondu, P. H. M	   1
Le Canu, Louis-rené (1800-1871)	   1
Le Caron, Louis (1534-1613)	   2
Le Cat, NA	   1
Lecharron, François	   1
Le Chevalier, Jean-baptiste	   1
Lechner, Johann Jakob	   1
Lechner, Kaspar (1583-1634)	   1
Leclerc, Charles Gabriel	   1
Leclerc De Montlinot, Charles-antoine-joseph (1732-1801)	   1
Leclerc, Jacques	   1
Le Clerc, Jean (1657-1736)	   3
Le Clerc, Sébastien (1637-1714)	   1
L'écluse, Charles De (1526-1609)	   1
Lécluse, Fleury De	   1
Lecointre, Laurent (1742-1805)	   1
Lecomte, Louis (1655-1728)	   1
Le Comte, Louis (1655-1728)	   1
Leconte, Antoine (1517-1586)	   2
Ledermüller, Martin Frobenius (1719-1769)	   1
Ledesma, Alonso De (1562-1632)	   1
Ledo, Denis Michel-louis	   1
Le Dran, Henry Francois	   1
Lee, Charles (1731-1782)	   1
Leegardt, Friderich	   1
Lee, Harriet (1757-1851)	   1
Lee, Nathaniel (1653-1692)	   2
Lee, Sophia	   1
Leeuwenhoek, Antoni Van (1632-1723)	   2
Leeuwen, Simon Van (1625-1682)	   1
Leewis, Dionysius De	   1
Lefébure, Louis-françois-henri (1754-1840)	   1
Lefebvre D'auverneaux, NA	   1
Lefèvre De Laboderie, Antoine	   1
Lefèvre D'étaples, Jacques (1450-1536)	   1
Lefèvre D'etaples, Jacques (1450-1536)	   1
Lefèvre D'étaples, Jacques (1450-1537)	   2
Lefèvre, François-noël	   1
Le Fevre, Jean-françois	   1
Le Franc De Pompignan, Jean-jacques (1709-1784)	   1
Legatt, Bartholomew (1575-1612)	   1
Le Gendre, Gilbert-charles	   1
Le Gentil, A	   1
Leggi, Serafino	   1
Legh, Thomas	   1
Legis, Gust. Thormond	   1
Le Givre De Richebourg,, NA	   1
Le Grand, Antoine (1629-1699)	   1
Le Grand, Antoine (1699-1699)	   1
Le Grand, Marc-antoine (1673-1768)	   1
Le Grand, Nicolas (1546-NA)	   1
Le Gras, Philippe (1752-1824)	   1
Le Gros, Jean-charles-françois (1711-1790)	   1
Lehmannus, Fridericus Ernestus	   1
Lehuby, J.f	   1
Leib, Johann	   1
Leibniz, Gottfried Wilhelm (1646-1716)	   3
Leibniz, Johann Jacob	   1
Leibrock, August (1782-1853)	   1
Leicester, Robert Dudley Of	   1
Leigh, Edward (1602-1671)	   1
Leigh, John	   1
Leinander, NA	   1
Leisewitz, Joh. Anton	   1
Leistner, Joseph I. Von	   1
Leiva Ramírez De Areilano, Francisco De (1630-1676)	   1
Le Jay, Gabriel François (1657-1734)	   1
Le Jay, Jean	   1
Le Jeune, Jean	   1
Le Jeune, Paul (1592-1664)	   1
Leland, J	   1
Leland, John	   1
Leland, Thomas (1722-1785)	   1
Lelewel, Joachim (1786-1861)	   2
Le Lorrain De Vallemont, Pierre (1649-1721)	   4
Lemaire, Henry (1756-1808)	   1
Le Maistre, Antoine (1608-1658)	   1
Lemaistre De Sacy, Isaac (1613-1684)	   1
Le Maître, Alexandre	   1
Lemarié, Jean	   1
Lembke, Hermann (1619-1674)	   1
Le Menüet, Joanne-bapt	   1
Le Mierre, Antoine-marin (1723-1793)	   2
Le Mire, Aubert (1573-1640)	   3
Lemonnier, Guillaume-antoine	   1
Le More, NA	   1
Lemoyne, Jean Baptiste (1751-1796)	   1
Le Moyne, Pierre (1602-1671)	   2
Le Muet, Pierre (1591-1669)	   1
Le Nain De Tillemont, Louis Sebastien (1637-1698)	   1
Le Nain De Tillemont, Sébastien (1637-1698)	   3
Lenclos, Ninon De	   1
Lenfant, Jacques (1661-1728)	   1
Lenglet Du Fresnoy, Nicolas (1674-1755)	   1
Lengnich, Gottfried (1689-1774)	   1
Lengueglia, Carlo	   1
Lennox, George Henry (1737-1805)	   1
Lenoble, Eustache (1643-1711)	   1
Lentfrinck, François	   1
Lentulus, Cyriacus (1620-1678)	   1
Lentulus, Scipio (1525-1599)	   1
Lenz, Christian Ludwig (1760-1833)	   1
Lenz, Gottlieb Eduard	   1
Lenz, Johann	   1
Leo, Ambrosius (NA-1525)	   1
Leo, Heinrich (1799-1878)	   1
Leonard, Eliza Lucy	   1
Leonardelli, Bonaventura	   2
Léonard, Joseph	   1
Léonard, Nicolas Germain (1744-1793)	   1
Leonardo, NA	   1
Leonardus, NA	   2
Léon De Saint Jean, NA (1600-1671)	   1
Leon, François	   1
Leonhardi, Johann	   1
Leoni, Giovanni Battista (1542-1613)	   1
Leoni, Michele (1776-1858)	   1
Leoni, Paolo (1597-NA)	   1
Leon, Johannes	   1
Leopold, Christoph (1679-1748)	   1
Leopold, NA (1640-1705)	   1
Leowitz, Cyprian (1574-NA)	   2
Lepappe De Trevern, Jean-françois-marie (1754-1842)	   1
Le Paulmier De Grentemesnil, Jacques (1587-1670)	   1
Le Paulmier, Julien (1520-1588)	   1
Le Pays, NA	   1
Le Pays, René	   2
Lepeintre-desroches, Pierre-marie-michel (1785-1847)	   1
Le Peletier De Feumusson, Charles-emmanuel	   1
Le Peletier De Saint-fargeau, Amédée	   1
Le Peletier De Saint-fargeau, Étienne-marcel	   1
Le Pelletier, Jacques	   1
Leporeo, Lodovico	   1
Leprince De Beaumont, Jeanne-marie (1711-1780)	   3
Le Prince De Beaumont, NA (1711-1780)	   1
Le Rouge, Georges-louis	   3
Le Roux, Claude (NA-1637)	   1
Leroy, Alphonse Louis Vincent (1742-1816)	   1
Leroy, Alphonse Vincent Louis (1741-1816)	   2
Le Roy, Charles (1726-1779)	   1
Le Roy, Chrétien	   1
Le Roy De Lozembrune, François-claude	   1
Leroy, Louis (1510-1577)	   1
Le Roy, Loys (1510-1577)	   1
Le Roy, Pierre (1717-1785)	   1
Léry, Jean De (1534-1611)	   1
Lesage, Alain René	   2
Lesage, Alain-rené (1668-1747)	   4
Le Sage, Alain René (1668-1747)	   2
L'escalopier, Nicolas	   1
Le Scène-desmaisons, Jacques (1750-1808)	   1
Lesconvel, Pierre De (1650-1722)	   1
Leske, Nathanael Gottfried	   1
Leslie, Charles (1650-1722)	   1
Leslie, John (1527-1596)	   2
Lesser, F. C (1692-1754)	   1
Lesser, Friedrich Christian (1692-1754)	   1
Less, Gottfried (1736-1797)	   3
Lessing, Gotthold Ephraim (1729-1781)	   5
Lessius, Leonardus (1554-1623)	   3
Lesteriensis, NA	   1
Lestock, Richard (1679-1746)	   1
L'estrange, Roger (1616-1704)	   1
Le Tellier, Charles-maurice	   1
Le Tellier, Jean-françois	   1
Lethieullier, Louis Jean	   1
Leti, Gregorio (1630-1701)	   8
Letins, Constantinus (1650-1714)	   1
Lettsom, John Coakley (1744-1815)	   1
Leucht, Christian Leonhard	   1
Leucht, Valentin (1550-1619)	   1
Leuckfeld, Johann Georg (1668-1726)	   1
Leupenius, Paulus	   1
Leurechon, Jean	   1
Leuschner, Martin	   1
Leusden, Joannes	   1
Leuthner, Johannes	   1
Levacher De Charnois, Jean-charles (1750-1792)	   1
Levacher-durclé,, NA	   1
Levaillant, François	   1
Levasseur, Auguste	   1
Levasseur, Francis	   1
Levasseur, Nicolas	   1
Le Vassor, Michel (1648-1718)	   2
Le Veaux, Carl	   1
Lévi Alvarès, David (1794-1870)	   1
Lévis, Pierre Marc Gaston De (1764-1830)	   1
Lewis, M. G (1775-1818)	   2
Lexell, Anders Johan	   1
Leydekker, Melchior (1642-1721)	   2
Leyden, John (1775-1811)	   1
Leyonmarck, Gustaf Adolph (1734-1815)	   1
Leyser, Augustin	   1
Leyser, Augustin Von (1683-1752)	   4
Leyser, Friedrich Wilhelm	   2
Leyser, Polycarp	   1
Leyser, Polycarp (1552-1610)	   1
Leyser, Polycarp (1586-1633)	   1
Lhomond, Charles François (1727-1794)	   2
L'hospital, Michel De (1507-1573)	   1
Licheto, Francesco	   1
Lichtenberger, Johann (1488-NA)	   1
Lichtenstern, Chr. Habbæus	   1
Liddel, Duncan (1561-1613)	   2
Lidenius, Petrus Svenonis	   1
Lieben, Christoph J	   1
Liebich, Ehrenfried	   1
Liekefett, Samuel Gottfried (1750-1827)	   1
Lienhard, Georg	   1
Liens, Cornelis	   1
Lieth, Franz Heinrich Von Der	   1
Lieutaud, Joseph (1703-1780)	   3
Liger, Louis (1658-1717)	   1
Lightfoot, John	   1
Lignarius, Paulus	   1
Lihnie, Gotthard (1738-1789)	   1
Lijn, Cornelis Jacob Van Der	   1
Lilburne, John (1614-1657)	   3
Lilienfeld, J.h. Von (NA-1785)	   1
Lilienthal, Theodor Christoph (1717-1781)	   1
Lilius, Zacharias	   1
Lillienberg, Johan Georg (1713-1798)	   1
Lilljenwalldh, Carl Christian (1769-1845)	   1
Lily, Pietro Paolo	   1
Lily, William (1468-1522)	   2
Lima, Luís Caetano De (1671-1757)	   1
Lime, De	   1
Limiers, H. P. De (1725-NA)	   1
Limmer, Johann Conrad	   1
Limnaeus, Johannes	   1
Limnäus, Johannes (1592-1663)	   1
Limprecht, Andreas	   1
Linck, Heinrich	   1
Linck, Jeremias Eberhard	   1
Lindau, Wilhelm Adolf (1774-1849)	   1
Lindemayr, Maurus	   1
Linderholm, Olof (1762-1834)	   1
Lind, James (1716-1794)	   1
Lindley, John (1799-1865)	   1
Lindlöf, Hans (1737-1814)	   1
Lindt, Willem Van Der	   1
Lindwall, Johan	   1
Linguet, Simon-nicolas-henri (1736-1794)	   1
Linguet, Simon Nicolas Henri (1736-1794)	   1
Linley, William (1771-1835)	   1
Linné, Carl	   1
Linné, Carl Von (1707-1778)	   4
Linné, Karl Af	   1
Lintz, Louis	   2
Lippius, Johannes	   1
